Name,Reference,Issue status,Item number,Number,Warehouse,Quantity,Site,Column4,Column1,Column2,Column3
บริษัท สักทอง(ไทย) จำกัด,Sales order,On order,1PB02GG150012302450,VSDP17004676,SW-LPA,-280,VNG-S,ปากเกร็ด,2017-09-21,2017-09-18,คุณดำรงศักดิ์
บริษัท สักทอง(ไทย) จำกัด,Sales order,On order,1PB02GG180012302450,VSDP17004676,SW-LPA,-600,VNG-S,ปากเกร็ด,2017-09-21,2017-09-18,คุณดำรงศักดิ์
บริษัท สักทอง(ไทย) จำกัด,Sales order,On order,1PB01GG120012302450,VSDP17004677,SW-LPA,-765,VNG-S,ปากเกร็ด,2017-09-22,2017-09-18,คุณดำรงศักดิ์
บริษัท สักทอง(ไทย) จำกัด,Sales order,On order,1PB01GG160012302450,VSDP17004677,SW-LPA,-325,VNG-S,ปากเกร็ด,2017-09-22,2017-09-18,คุณดำรงศักดิ์
บริษัท เกียรติถาวร พาราวู้ด จำกัด,Sales order,On order,1PB02NG120012302450,VSDP17004678,SW-LPA,-595,VNG-S,วัดลาดปลาดุก,2017-09-22,2017-09-18,คุณวิรัช
บริษัท เกียรติถาวร พาราวู้ด จำกัด,Sales order,On order,1PB02NG120012302450,VSDP17004679,SW-LPA,-595,VNG-S,วัดลาดปลาดุก,2017-09-22,2017-09-18,คุณวิรัช
บริษัท เกียรติถาวร พาราวู้ด จำกัด,Sales order,On order,1PB02NG120012302450,VSDP17004680,SW-LPA,-595,VNG-S,วัดลาดปลาดุก,2017-09-22,2017-09-18,คุณวิรัช
บริษัท เกียรติถาวร พาราวู้ด จำกัด,Sales order,On order,1PB02NG120012302450,VSDP17004681,SW-LPA,-595,VNG-S,วัดลาดปลาดุก,2017-09-22,2017-09-18,คุณวิรัช
บริษัท เกียรติถาวร พาราวู้ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004682,SW-LPA,-490,VNG-S,วัดลาดปลาดุก,2017-09-18,2017-09-18,คุณวิรัช
บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004683,SW-LPA,-70,VNG-S,โคราช,2017-09-19,2017-09-18,คุณวิรัช
บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004683,SW-LPA,-560,VNG-S,โคราช,2017-09-19,2017-09-18,คุณวิรัช
บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,Sales order,On order,1PB02GG190012302450,VSDP17004683,SW-LPA,-220,VNG-S,โคราช,2017-09-19,2017-09-18,คุณวิรัช
บริษัท ย่งพงษ์เส็งรังสิต จำกัด,Sales order,On order,3LPN16022210150,VSDL17001334,SW-LUA,-65,VNG-S,รับเอง 82-8035 ปทุมธานี,2017-09-19,2017-09-19,คุณประดิษฐ์
บริษัท ย่งพงษ์เส็งรังสิต จำกัด,Sales order,On order,3LMF16022210150,VSDL17001335,SW-LUA,-65,VNG-S,รับเอง 82-8035 ปทุมธานี,2017-09-19,2017-09-19,คุณประดิษฐ์
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,3LP119022810330,VSDL17001336,SW-LUA,-55,VNG-S,ก่อนเที่ยงไม่เกิน 15.30 น.,2017-09-22,2017-09-19,คุณวิรัช
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,3LP116021110120,VSDL17001337,SW-LUA,-325,VNG-S,ก่อนเที่ยงไม่เกิน 15.30 น.,2017-09-22,2017-09-19,คุณวิรัช
ห้างหุ้นส่วนจำกัด ส.สหไทยดำรงพาณิชย์,Sales order,On order,3LM209022210120,VSDL17001338,SW-LUA,-112,VNG-S,ซ. ลาดพร้าว 101,2017-09-25,2017-09-19,คุณสุภาพ
ห้างหุ้นส่วนจำกัด ส.สหไทยดำรงพาณิชย์,Sales order,On order,3LM219022210120,VSDL17001338,SW-LUA,-220,VNG-S,ซ. ลาดพร้าว 101,2017-09-25,2017-09-19,คุณสุภาพ
ห้างหุ้นส่วนจำกัด ส.สหไทยดำรงพาณิชย์,Sales order,On order,3LP216024420610,VSDL17001339,SW-LUA,-65,VNG-S,ซ. ลาดพร้าว 101,2017-09-25,2017-09-19,คุณสุภาพ
บริษัท ไพรเออร์ โซลูชั่น จำกัด,Sales order,On order,1PB02NG120012302450,VSDP17004674,SW-LPA,"-1,275.00",VNG-S,บุญเหลือ-ชัยนาท,2017-09-19,2017-09-18,คุณไกรฤกษ์
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB01GG120012302450,VSDP17004684,SW-LPA,-850,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-09-19,2017-09-19,คุณสุภาพ
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB01S4120012301840,VSDP17004685,SW-LPA,"-1,360.00",VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-09-19,2017-09-19,คุณสุภาพ
บจก. เอนเทค สิมิลัน,Sales order,On order,2F21293051GGA10732BO,VSDF17001664,SW-LFA,-35,VNG-S,รับสินค้าที่โรงงาน,2017-09-20,2017-09-19,คุณสุพัตรา
บริษัท รวมไม้ จำกัด (สำนักงานใหญ่),Sales order,On order,3LP216022210120,VSDL17001341,SW-LUA,-650,VNG-S,ถ.รามคำแหง,2017-09-22,2017-09-19,คุณสุภาพ
บริษัท รวมไม้ จำกัด (สำนักงานใหญ่),Sales order,On order,3LP219024420440,VSDL17001341,SW-LUA,-55,VNG-S,ถ.รามคำแหง,2017-09-22,2017-09-19,คุณสุภาพ
บริษัท รวมไม้ จำกัด (สำนักงานใหญ่),Sales order,On order,3LP225024420440,VSDL17001341,SW-LUA,-42,VNG-S,ถ.รามคำแหง,2017-09-22,2017-09-19,คุณสุภาพ
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB01GG150012302450,VSDP17004686,SW-LPA,-630,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-09-19,2017-09-19,คุณสุภาพ
ห้างหุ้นส่วนจำกัด ไม้สักไทยเฟอร์นิเจอร์,Sales order,On order,1PB01GG160012302450,VSDP17004687,SW-LPA,-390,VNG-S,ส่งฟอร์จูน พร้อมไม้ MDF,2017-09-20,2017-09-19,คุณดำรงศักดิ์
ห้างหุ้นส่วนจำกัด ไม้สักไทยเฟอร์นิเจอร์,Sales order,On order,1PB01GG190012302450,VSDP17004687,SW-LPA,-110,VNG-S,ส่งฟอร์จูน พร้อมไม้ MDF,2017-09-20,2017-09-19,คุณดำรงศักดิ์
ห้างหุ้นส่วนจำกัด ไม้สักไทยเฟอร์นิเจอร์,Sales order,On order,1PB01GG250012302450,VSDP17004687,SW-LPA,-126,VNG-S,ส่งฟอร์จูน พร้อมไม้ MDF,2017-09-20,2017-09-19,คุณดำรงศักดิ์
ห้างหุ้นส่วนจำกัด ไม้สักไทยเฟอร์นิเจอร์,Sales order,On order,1PB02GG250012302450,VSDP17004687,SW-LPA,-42,VNG-S,ส่งฟอร์จูน พร้อมไม้ MDF,2017-09-20,2017-09-19,คุณดำรงศักดิ์
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,3F20892053GGA10690CR,VSDF17001670,SW-L3A,-960,VNG-S,DC วังน้อย,2017-09-25,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,3F20892053GGA10670CR,VSDF17001670,SW-L3A,"-1,920.00",VNG-S,DC วังน้อย,2017-09-25,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,3F20892053GGA10611CR,VSDF17001670,SW-L3A,-960,VNG-S,DC วังน้อย,2017-09-25,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,3F20892053GGA30610CR,VSDF17001671,SW-L3A,-480,VNG-S,DC วังน้อย,2017-09-25,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,3F20892053GGA10639CR,VSDF17001670,SW-L3A,-480,VNG-S,DC วังน้อย,2017-09-25,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,2F20892053GGA10720CR,VSDF17001671,SW-LFA,"-2,400.00",VNG-S,DC วังน้อย,2017-09-25,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,2F20892053GGA20710CR,VSDF17001671,SW-LFA,-480,VNG-S,DC วังน้อย,2017-09-25,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,2F20892053GGA30100CR,VSDF17001671,SW-LFA,-960,VNG-S,DC วังน้อย,2017-09-25,2017-09-19,คุณอัยย์ญาดา
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,1PB02GG250012302450,VSDP17004688,SW-LPA,-210,VNG-S,ส่ง ลี่หยาง + MDF 15 MM. - ใบชั่วคราว,2017-09-20,2017-09-19,คุณวัชรชัย
ภูพนาค้าไม้,Sales order,On order,1PB02NG120012302450,VSDP17004689,SW-LPA,"-1,105.00",VNG-S,เมโทรซอย8,2017-09-20,2017-09-19,คุณประดิษฐ์
บริษัท เฟอร์นิรอยส์ จำกัด,Sales order,On order,1PB01GG120012302450,VSDP17004690,SW-LPA,-255,VNG-S,ส่งเฟอร์นิรอยส์ (ระยอง),2017-09-19,2017-09-19,คุณวัชรชัย
บริษัท เฟอร์นิรอยส์ จำกัด,Sales order,On order,1PB01GG160012302450,VSDP17004690,SW-LPA,-260,VNG-S,ส่งเฟอร์นิรอยส์ (ระยอง),2017-09-19,2017-09-19,คุณวัชรชัย
บริษัท เฟอร์นิรอยส์ จำกัด,Sales order,On order,1PB01GG180012302450,VSDP17004690,SW-LPA,-420,VNG-S,ส่งเฟอร์นิรอยส์ (ระยอง),2017-09-19,2017-09-19,คุณวัชรชัย
บริษัท เอส.พี.เอส.โคออพเพอเรท จำกัด,Sales order,On order,1PB01GG120012302450,VSDP17004691,SW-LPA,"-1,105.00",VNG-S,บริษัท เอส.พี.เอส.โคออพเพอเรท จำกัด,2017-09-20,2017-09-19,คุณสุรพงษ์
บริษัท เอส.พี.เอส.โคออพเพอเรท จำกัด,Sales order,On order,1PB01GG150012302450,VSDP17004692,SW-LPA,-980,VNG-S,บริษัท เอส.พี.เอส.โคออพเพอเรท จำกัด,2017-09-20,2017-09-19,คุณสุรพงษ์
บริษัท เอส.พี.เอส.โคออพเพอเรท จำกัด,Sales order,On order,1PB02GG120012302450,VSDP17004693,SW-LPA,-595,VNG-S,บริษัท เอส.พี.เอส.โคออพเพอเรท จำกัด,2017-09-20,2017-09-19,คุณสุรพงษ์
บริษัท เอส.พี.เอส.โคออพเพอเรท จำกัด,Sales order,On order,1PB02GG180012302450,VSDP17004694,SW-LPA,-420,VNG-S,บริษัท เอส.พี.เอส.โคออพเพอเรท จำกัด,2017-09-20,2017-09-19,คุณสุรพงษ์
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,1BJSK0030169580351BO,VSDB17000334,SW-LBA,-530,VNG-S,รับสินค้าที่โรงงาน,2017-09-26,2017-09-19,คุณอัยย์ญาดา
